Compliance	Volume Fraction	Max Stress	Stress Integral 4	Stress Integral 12	Stress Integral 40
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.899e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.127e+02	1.640e+02
1.898e-07	0.2000	1.969e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.899e-07	0.2000	1.969e+02	4.811e+01	1.126e+02	1.638e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.969e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.969e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.969e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.969e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.968e+02	4.811e+01	1.125e+02	1.638e+02
1.898e-07	0.2000	1.968e+02	4.811e+01	1.125e+02	1.638e+02
1.898e-07	0.2000	1.968e+02	4.811e+01	1.125e+02	1.638e+02
1.898e-07	0.2000	1.968e+02	4.811e+01	1.125e+02	1.638e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.899e-07	0.1999	1.969e+02	4.811e+01	1.125e+02	1.638e+02
1.899e-07	0.1999	1.969e+02	4.811e+01	1.125e+02	1.638e+02
1.899e-07	0.1999	1.969e+02	4.811e+01	1.125e+02	1.638e+02
1.899e-07	0.2000	1.969e+02	4.811e+01	1.125e+02	1.638e+02
1.899e-07	0.2000	1.969e+02	4.811e+01	1.125e+02	1.638e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.903e-07	0.1998	1.962e+02	4.806e+01	1.123e+02	1.632e+02
1.902e-07	0.1998	1.962e+02	4.806e+01	1.122e+02	1.632e+02
1.902e-07	0.1998	1.962e+02	4.806e+01	1.122e+02	1.632e+02
1.902e-07	0.1998	1.962e+02	4.806e+01	1.122e+02	1.632e+02
1.902e-07	0.1998	1.962e+02	4.806e+01	1.122e+02	1.632e+02
1.899e-07	0.1999	1.968e+02	4.810e+01	1.125e+02	1.637e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.926e-07	0.1993	1.941e+02	4.794e+01	1.114e+02	1.613e+02
1.921e-07	0.1996	1.939e+02	4.793e+01	1.113e+02	1.611e+02
1.918e-07	0.1997	1.938e+02	4.792e+01	1.112e+02	1.610e+02
1.917e-07	0.1998	1.937e+02	4.792e+01	1.112e+02	1.609e+02
1.916e-07	0.1999	1.936e+02	4.792e+01	1.112e+02	1.609e+02
1.901e-07	0.1999	1.966e+02	4.809e+01	1.124e+02	1.635e+02
1.898e-07	0.2000	1.969e+02	4.811e+01	1.126e+02	1.638e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
2.174e-07	0.1981	1.860e+02	4.811e+01	1.094e+02	1.543e+02
2.136e-07	0.1980	1.856e+02	4.809e+01	1.091e+02	1.539e+02
2.131e-07	0.1981	1.854e+02	4.808e+01	1.091e+02	1.538e+02
2.131e-07	0.1981	1.854e+02	4.808e+01	1.091e+02	1.538e+02
1.927e-07	0.1993	1.938e+02	4.793e+01	1.112e+02	1.610e+02
1.902e-07	0.1998	1.965e+02	4.808e+01	1.124e+02	1.634e+02
1.899e-07	0.1999	1.969e+02	4.811e+01	1.125e+02	1.638e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
2.157e-07	0.1984	1.829e+02	4.799e+01	1.088e+02	1.525e+02
2.155e-07	0.1987	1.834e+02	4.800e+01	1.089e+02	1.528e+02
2.155e-07	0.1987	1.835e+02	4.801e+01	1.089e+02	1.528e+02
2.154e-07	0.1987	1.836e+02	4.801e+01	1.089e+02	1.528e+02
2.154e-07	0.1987	1.836e+02	4.801e+01	1.089e+02	1.528e+02
1.913e-07	0.1996	1.947e+02	4.797e+01	1.116e+02	1.619e+02
1.900e-07	0.1999	1.964e+02	4.808e+01	1.124e+02	1.634e+02
1.898e-07	0.2000	1.968e+02	4.811e+01	1.125e+02	1.638e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.639e+02
1.898e-07	0.2000	1.970e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.812e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
1.898e-07	0.2000	1.971e+02	4.813e+01	1.126e+02	1.640e+02
