Compliance	Volume Fraction	Max Stress	Stress Integral
9.628e-11	0.1683	1.491e+01	0.5557999030213673
9.364e-11	0.1699	1.482e+01	0.5555632922746631
1.030e-10	0.1684	1.457e+01	0.5307934934404622
1.028e-10	0.1711	1.419e+01	0.5161336913820748
1.029e-10	0.1726	1.399e+01	0.5083509611409354
1.030e-10	0.1733	1.388e+01	0.5043488455123417
1.030e-10	0.1737	1.382e+01	0.5023205810692419
1.031e-10	0.1739	1.380e+01	0.5012997188459599
1.031e-10	0.1740	1.378e+01	0.5007876149299103
1.031e-10	0.1740	1.377e+01	0.5005311460293476
1.031e-10	0.1740	1.377e+01	0.5004028075036262
1.031e-10	0.1740	1.377e+01	0.5003386122421737
9.855e-11	0.1547	1.849e+01	0.6114370689598558
9.822e-11	0.1549	1.847e+01	0.6112392988125378
1.020e-10	0.1629	1.633e+01	0.5608793556660675
1.030e-10	0.1681	1.510e+01	0.5318796401060525
1.032e-10	0.1710	1.445e+01	0.5164138281647589
1.032e-10	0.1725	1.411e+01	0.50844942651015
1.032e-10	0.1733	1.394e+01	0.5044118540994802
1.031e-10	0.1736	1.385e+01	0.5023796271698403
1.031e-10	0.1738	1.381e+01	0.5013602097147046
1.031e-10	0.1739	1.379e+01	0.5008496823937268
1.031e-10	0.1740	1.378e+01	0.5005942150342021
1.031e-10	0.1740	1.377e+01	0.5004664305500076
9.830e-11	0.1536	1.827e+01	0.6128808233257081
9.788e-11	0.1539	1.825e+01	0.6126702094348234
1.019e-10	0.1622	1.625e+01	0.5623281078741749
1.030e-10	0.1677	1.507e+01	0.5328747804595617
1.032e-10	0.1707	1.443e+01	0.5170302613523164
1.032e-10	0.1723	1.411e+01	0.508835441364141
1.032e-10	0.1732	1.394e+01	0.5046722405493382
1.031e-10	0.1736	1.386e+01	0.5025745952114854
1.031e-10	0.1738	1.382e+01	0.501521818980246
1.031e-10	0.1739	1.380e+01	0.5009944501558714
1.031e-10	0.1740	1.378e+01	0.5007305215568343
1.031e-10	0.1740	1.378e+01	0.5005984963364161
9.772e-11	0.1514	1.781e+01	0.6146887854316294
9.708e-11	0.1518	1.778e+01	0.614423363038602
1.016e-10	0.1606	1.608e+01	0.5648443055722061
1.030e-10	0.1667	1.500e+01	0.5347004444935181
1.033e-10	0.1702	1.441e+01	0.5181447142412102
1.033e-10	0.1721	1.410e+01	0.5094931988081901
1.032e-10	0.1730	1.394e+01	0.5050757921914694
1.032e-10	0.1735	1.386e+01	0.5028445615537747
1.031e-10	0.1737	1.382e+01	0.5017233738658575
1.031e-10	0.1739	1.380e+01	0.5011613951053727
1.031e-10	0.1739	1.379e+01	0.5008800605654149
1.031e-10	0.1740	1.378e+01	0.5007393071422326
1.035e-10	0.1633	1.492e+01	0.5541178511426118
1.005e-10	0.1650	1.482e+01	0.5538426909490065
9.768e-11	0.1666	1.472e+01	0.5535669799540369
9.498e-11	0.1682	1.462e+01	0.5532907287212978
9.240e-11	0.1698	1.453e+01	0.5530139541684136
1.024e-10	0.1682	1.446e+01	0.529873531318995
1.025e-10	0.1710	1.415e+01	0.5159313462940041
1.028e-10	0.1724	1.397e+01	0.5084905350582639
1.029e-10	0.1732	1.388e+01	0.504653383342045
1.030e-10	0.1736	1.383e+01	0.5027059039034184
1.031e-10	0.1738	1.381e+01	0.5017249871410123
1.031e-10	0.1739	1.380e+01	0.5012327414809309
1.031e-10	0.1739	1.379e+01	0.5009861727594815
1.031e-10	0.1739	1.379e+01	0.5008627770454619
1.031e-10	0.1739	1.379e+01	0.5008010513653516
9.534e-11	0.1518	1.783e+01	0.618364698474116
9.492e-11	0.1521	1.781e+01	0.6181739896019486
1.003e-10	0.1604	1.622e+01	0.5688394317638646
1.024e-10	0.1665	1.512e+01	0.5375957557210926
1.030e-10	0.1701	1.449e+01	0.5199132406070303
1.031e-10	0.1720	1.414e+01	0.510533731774586
1.031e-10	0.1729	1.397e+01	0.5057108915628371
1.031e-10	0.1734	1.388e+01	0.5032667394412962
1.031e-10	0.1737	1.383e+01	0.5020365723140875
1.031e-10	0.1738	1.381e+01	0.5014194790733069
1.031e-10	0.1739	1.380e+01	0.5011104317716821
1.031e-10	0.1739	1.379e+01	0.500955783174102
9.545e-11	0.1511	1.740e+01	0.61584952567318
9.493e-11	0.1514	1.737e+01	0.6156445147503973
1.003e-10	0.1599	1.601e+01	0.5678055435220062
1.024e-10	0.1662	1.503e+01	0.5372428886809452
1.030e-10	0.1699	1.444e+01	0.5198458071344404
1.031e-10	0.1718	1.413e+01	0.51058662740536
1.031e-10	0.1729	1.396e+01	0.5058171782631364
1.031e-10	0.1734	1.388e+01	0.503397886263391
1.031e-10	0.1737	1.383e+01	0.5021796733674396
1.031e-10	0.1738	1.381e+01	0.5015684362272388
1.031e-10	0.1738	1.380e+01	0.501262286469422
1.031e-10	0.1739	1.380e+01	0.5011090789859929
9.584e-11	0.1495	1.646e+01	0.6111627536862445
9.145e-11	0.1476	1.648e+01	0.6168378044737891
9.138e-11	0.1476	1.648e+01	0.6168227014858059
9.337e-11	0.1485	1.647e+01	0.6140018552603312
9.453e-11	0.1490	1.646e+01	0.6125816390845975
9.517e-11	0.1492	1.646e+01	0.6118718943206732
8.869e-11	0.1473	1.672e+01	0.6232167999876196
8.493e-11	0.1465	1.712e+01	0.6359869591701129
8.486e-11	0.1466	1.711e+01	0.6359641766140062
8.681e-11	0.1469	1.692e+01	0.6293649152821633
8.775e-11	0.1471	1.682e+01	0.6262270440565774
8.822e-11	0.1472	1.677e+01	0.6247054063340483
8.846e-11	0.1472	1.674e+01	0.6239569046587526
8.858e-11	0.1473	1.673e+01	0.623585794048643
8.864e-11	0.1473	1.673e+01	0.6234010313714444
8.866e-11	0.1473	1.672e+01	0.6233088491332757
8.868e-11	0.1473	1.672e+01	0.6232628079073751
8.869e-11	0.1473	1.672e+01	0.623239799781908
8.869e-11	0.1473	1.672e+01	0.6232282988432241
7.501e-11	0.1478	1.797e+01	0.6781677506852817
6.750e-11	0.1482	1.843e+01	0.7115675814900806
6.213e-11	0.1484	1.898e+01	0.7292977986423437
5.594e-11	0.1487	1.973e+01	0.7479357602583803
5.169e-11	0.1483	2.029e+01	0.763580498868957
5.166e-11	0.1484	2.028e+01	0.763517942996742
5.379e-11	0.1484	2.006e+01	0.7561066834780171
5.486e-11	0.1485	1.991e+01	0.7521054580863584
5.540e-11	0.1486	1.982e+01	0.7500411778016969
5.567e-11	0.1486	1.978e+01	0.7489935414751333
5.580e-11	0.1487	1.976e+01	0.7484659097268587
5.587e-11	0.1487	1.975e+01	0.7482011485169772
5.591e-11	0.1487	1.974e+01	0.7480685326180889
5.592e-11	0.1487	1.974e+01	0.7480021659767242
5.593e-11	0.1487	1.974e+01	0.7479689679996048
5.594e-11	0.1487	1.974e+01	0.7479523653494509
4.878e-11	0.1496	2.082e+01	0.776428264097797
4.763e-11	0.1496	2.100e+01	0.781153871182594
4.084e-11	0.1516	2.047e+01	0.8069425017356107
3.761e-11	0.1535	1.972e+01	0.8160046226109128
3.508e-11	0.1557	1.914e+01	0.8232451958050233
2.932e-11	0.1625	1.674e+01	0.8320899286227337
2.737e-11	0.1652	1.612e+01	0.8364854454414987
2.540e-11	0.1688	1.528e+01	0.8373669894498611
2.362e-11	0.1720	1.437e+01	0.8409615901588396
2.285e-11	0.1736	1.390e+01	0.8411602712927897
2.125e-11	0.1776	1.300e+01	0.8414668531519496
1.996e-11	0.1808	1.193e+01	0.8391937507016035
1.877e-11	0.1845	1.158e+01	0.8408596631086145
1.825e-11	0.1860	1.138e+01	0.8373538353465079
1.790e-11	0.1871	1.124e+01	0.837467773279644
1.721e-11	0.1896	1.086e+01	0.8326766491194678
1.705e-11	0.1902	1.082e+01	0.8321917505949251
1.670e-11	0.1916	1.076e+01	0.8299298983089702
1.645e-11	0.1927	1.083e+01	0.8290242858907959
1.623e-11	0.1937	1.080e+01	0.8270598966274163
1.607e-11	0.1944	1.087e+01	0.8270863396661557
1.578e-11	0.1958	1.085e+01	0.8245498006106682
1.559e-11	0.1967	1.080e+01	0.823616398056774
1.521e-11	0.1988	1.078e+01	0.8202423567654564
1.517e-11	0.1990	1.074e+01	0.819952220905233
1.505e-11	0.1997	1.062e+01	0.8171133224988603
1.489e-11	0.2007	1.052e+01	0.8161094702195699
1.463e-11	0.2022	1.048e+01	0.8126230781347599
1.452e-11	0.2029	1.058e+01	0.8113216972836335
1.437e-11	0.2037	1.071e+01	0.8088020053524347
1.431e-11	0.2041	1.071e+01	0.8068735474445791
1.398e-11	0.2060	1.055e+01	0.7987065952139699
1.393e-11	0.2064	1.052e+01	0.7971262722844418
1.384e-11	0.2069	1.043e+01	0.7942606975644899
1.376e-11	0.2074	1.044e+01	0.7935237169829477
1.368e-11	0.2079	1.035e+01	0.7914289970475091
1.354e-11	0.2087	1.019e+01	0.786697330844282
1.334e-11	0.2101	1.006e+01	0.7815063360512506
1.329e-11	0.2104	1.001e+01	0.7801432715624314
1.313e-11	0.2116	9.861e+00	0.7756066268112748
1.310e-11	0.2118	9.809e+00	0.774231074990877
1.309e-11	0.2118	9.744e+00	0.7738806315672303
1.309e-11	0.2118	9.743e+00	0.7738115683763622
1.303e-11	0.2122	9.657e+00	0.7743357887024309
1.298e-11	0.2125	9.619e+00	0.7724610886362343
1.287e-11	0.2132	9.632e+00	0.7700319810251965
1.270e-11	0.2145	9.483e+00	0.7641932824274762
1.264e-11	0.2151	9.423e+00	0.7618100530713638
1.259e-11	0.2155	9.383e+00	0.7604934264725174
1.257e-11	0.2157	9.361e+00	0.7598206115670285
1.253e-11	0.2160	9.284e+00	0.758431296700534
1.252e-11	0.2161	9.257e+00	0.7583070205443713
1.244e-11	0.2169	9.136e+00	0.7565145736849421
1.244e-11	0.2170	9.059e+00	0.755591117578174
1.243e-11	0.2170	9.068e+00	0.7554453636970705
1.239e-11	0.2174	9.019e+00	0.7549498778904107
1.239e-11	0.2174	9.008e+00	0.7549510019918858
1.239e-11	0.2175	8.930e+00	0.7556536465447331
1.239e-11	0.2176	8.896e+00	0.7557021381116764
1.238e-11	0.2177	8.893e+00	0.7554095527616552
1.231e-11	0.2183	8.882e+00	0.7539478459059158
1.226e-11	0.2188	8.851e+00	0.7520957707274827
1.220e-11	0.2194	8.833e+00	0.7506234508783667
1.215e-11	0.2198	8.821e+00	0.7491909412082918
1.215e-11	0.2199	8.835e+00	0.7482715443579533
1.216e-11	0.2197	8.911e+00	0.7487227405479028
1.216e-11	0.2198	8.910e+00	0.7486844793336637
1.215e-11	0.2198	8.873e+00	0.7485028865010369
1.215e-11	0.2198	8.854e+00	0.7483887480610538
1.215e-11	0.2199	8.845e+00	0.7483305343059503
1.215e-11	0.2199	8.840e+00	0.7483011365270015
1.215e-11	0.2199	8.838e+00	0.748286364735146
1.215e-11	0.2199	8.836e+00	0.7482789606169121
1.215e-11	0.2199	8.836e+00	0.7482752540045945
1.215e-11	0.2199	8.836e+00	0.7482733995606555
1.215e-11	0.2199	8.835e+00	0.7482724720541573
1.215e-11	0.2199	8.835e+00	0.7482720082292834
1.216e-11	0.2198	8.886e+00	0.7486787280466777
1.216e-11	0.2198	8.885e+00	0.7486652582064213
1.215e-11	0.2198	8.861e+00	0.7484784952731802
1.215e-11	0.2198	8.848e+00	0.74837605113927
1.215e-11	0.2199	8.842e+00	0.7483242303935225
1.215e-11	0.2199	8.838e+00	0.7482981695140005
1.215e-11	0.2199	8.837e+00	0.7482851014203108
1.215e-11	0.2199	8.836e+00	0.7482785579615575
1.215e-11	0.2199	8.836e+00	0.7482752838796987
1.215e-11	0.2199	8.836e+00	0.7482736462506266
1.215e-11	0.2199	8.835e+00	0.7482728272892728
1.215e-11	0.2199	8.835e+00	0.7482724177717225
1.215e-11	0.2198	8.844e+00	0.7482313829849719
1.215e-11	0.2198	8.844e+00	0.7482312829078538
1.215e-11	0.2198	8.840e+00	0.7482523446454054
1.215e-11	0.2199	8.838e+00	0.748262492287785
1.215e-11	0.2199	8.836e+00	0.7482674827917374
1.215e-11	0.2199	8.836e+00	0.7482699572206482
1.215e-11	0.2199	8.836e+00	0.7482711892307201
1.215e-11	0.2199	8.836e+00	0.7482718039348424
1.215e-11	0.2199	8.835e+00	0.7482721109615906
1.215e-11	0.2199	8.835e+00	0.7482722643937417
1.215e-11	0.2199	8.835e+00	0.7482723410893057
1.215e-11	0.2199	8.835e+00	0.748272379432422
1.216e-11	0.2198	8.880e+00	0.748184316823772
1.216e-11	0.2198	8.880e+00	0.7481799420347943
1.215e-11	0.2198	8.857e+00	0.7482311027042121
1.215e-11	0.2198	8.846e+00	0.7482524237796915
1.215e-11	0.2199	8.841e+00	0.7482625699794632
1.215e-11	0.2199	8.838e+00	0.7482675164182013
1.215e-11	0.2199	8.837e+00	0.7482699582998967
1.215e-11	0.2199	8.836e+00	0.7482711714529139
1.215e-11	0.2199	8.836e+00	0.7482717760882613
1.215e-11	0.2199	8.836e+00	0.748272077921763
1.215e-11	0.2199	8.835e+00	0.7482722287171256
1.215e-11	0.2199	8.835e+00	0.748272304084862
1.216e-11	0.2197	8.883e+00	0.7483587383215029
1.216e-11	0.2197	8.883e+00	0.7483525876585594
1.216e-11	0.2198	8.859e+00	0.7483235603964853
1.215e-11	0.2198	8.847e+00	0.7482999749257201
1.215e-11	0.2198	8.841e+00	0.7482866515850873
1.215e-11	0.2199	8.838e+00	0.7482796058640151
1.215e-11	0.2199	8.837e+00	0.7482759869726516
1.215e-11	0.2199	8.836e+00	0.7482741535266428
1.215e-11	0.2199	8.836e+00	0.7482732308049629
1.215e-11	0.2199	8.836e+00	0.748272767944613
1.215e-11	0.2199	8.836e+00	0.7482725361395317
1.215e-11	0.2199	8.835e+00	0.7482724201434348
1.215e-11	0.2198	8.848e+00	0.748329597116061
1.215e-11	0.2198	8.848e+00	0.7483295014895684
1.215e-11	0.2198	8.842e+00	0.7483016309757531
1.215e-11	0.2198	8.839e+00	0.7482871812943114
1.215e-11	0.2199	8.837e+00	0.7482798396539557
1.215e-11	0.2199	8.836e+00	0.7482761396316421
1.215e-11	0.2198	8.865e+00	0.7483899625943626
1.215e-11	0.2198	8.865e+00	0.7483853851640965
1.215e-11	0.2198	8.851e+00	0.7483379258454966
1.215e-11	0.2198	8.843e+00	0.7483082505565938
1.215e-11	0.2199	8.840e+00	0.7482924986071082
1.215e-11	0.2199	8.838e+00	0.7482843948293946
1.215e-11	0.2199	8.837e+00	0.7482802861337059
1.215e-11	0.2199	8.837e+00	0.7482782176053234
1.215e-11	0.2199	8.836e+00	0.7482771797987041
1.215e-11	0.2199	8.836e+00	0.7482766600100544
1.215e-11	0.2199	8.836e+00	0.7482763998943901
1.215e-11	0.2199	8.836e+00	0.7482762697813541
1.217e-11	0.2196	8.868e+00	0.7479597139864244
1.217e-11	0.2196	8.868e+00	0.7479557894931232
1.216e-11	0.2197	8.852e+00	0.7481400502184157
1.215e-11	0.2198	8.844e+00	0.7482133217882037
1.215e-11	0.2198	8.840e+00	0.7482460364654261
1.215e-11	0.2198	8.838e+00	0.7482614568723365
1.215e-11	0.2199	8.837e+00	0.7482689384528238
1.215e-11	0.2199	8.837e+00	0.748272622797045
1.215e-11	0.2199	8.837e+00	0.7482744509460761
1.215e-11	0.2199	8.836e+00	0.7482753615265236
1.215e-11	0.2199	8.836e+00	0.7482758159443831
1.215e-11	0.2199	8.836e+00	0.7482760429355805
1.217e-11	0.2196	8.890e+00	0.7488880740355979
1.217e-11	0.2196	8.890e+00	0.7488847868481978
1.216e-11	0.2197	8.863e+00	0.7485956765439704
1.215e-11	0.2198	8.850e+00	0.7484388786980635
1.215e-11	0.2198	8.843e+00	0.7483581638929386
1.215e-11	0.2198	8.840e+00	0.7483172726586379
1.215e-11	0.2199	8.838e+00	0.7482966992923672
1.215e-11	0.2199	8.837e+00	0.7482863813857984
1.215e-11	0.2199	8.837e+00	0.748281214715966
1.215e-11	0.2199	8.837e+00	0.7482786294629055
1.215e-11	0.2199	8.836e+00	0.7482773363583398
1.215e-11	0.2199	8.836e+00	0.748276689686762
1.216e-11	0.2197	8.892e+00	0.7482468262197804
1.216e-11	0.2197	8.892e+00	0.7482367423635475
1.216e-11	0.2198	8.864e+00	0.7482800103237778
1.215e-11	0.2198	8.850e+00	0.7482826877699176
1.215e-11	0.2198	8.843e+00	0.7482807416610306
1.215e-11	0.2199	8.840e+00	0.7482789748357733
1.215e-11	0.2199	8.838e+00	0.7482778965366651
1.215e-11	0.2199	8.837e+00	0.748277309115803
1.215e-11	0.2199	8.837e+00	0.7482770033943985
1.215e-11	0.2199	8.837e+00	0.748276847537811
1.215e-11	0.2199	8.836e+00	0.7482767688612215
1.215e-11	0.2199	8.836e+00	0.7482767293363742
1.217e-11	0.2196	8.845e+00	0.7481832262031318
1.217e-11	0.2196	8.845e+00	0.7481751672325253
1.216e-11	0.2197	8.841e+00	0.7482419574707144
1.215e-11	0.2198	8.838e+00	0.7482613964995262
1.215e-11	0.2198	8.837e+00	0.7482694291557495
1.215e-11	0.2198	8.837e+00	0.7482731519080267
1.215e-11	0.2199	8.837e+00	0.7482749564248121
1.215e-11	0.2199	8.837e+00	0.7482758465365245
1.215e-11	0.2199	8.836e+00	0.748276288813502
1.215e-11	0.2199	8.836e+00	0.7482765092898995
1.215e-11	0.2199	8.836e+00	0.7482766193662216
1.215e-11	0.2199	8.836e+00	0.7482766743645888
5.586e-10	0.1556	2.492e+00	5.780e-01
1.308e-10	0.2167	3.911e+00	7.624e-01
6.026e-11	0.2779	2.857e+00	7.512e-01
4.230e-11	0.2969	2.658e+00	7.214e-01
3.951e-11	0.3020	2.672e+00	7.476e-01
4.178e-11	0.2982	3.074e+00	6.995e-01
4.124e-11	0.3002	2.990e+00	7.468e-01
4.060e-11	0.3018	2.295e+00	6.930e-01
4.427e-11	0.3006	2.912e+00	7.472e-01
4.662e-11	0.3017	3.978e+00	9.446e-01
4.208e-11	0.3010	2.227e+00	6.618e-01
5.043e-11	0.3015	6.012e+00	9.696e-01
5.640e-11	0.3034	1.003e+01	1.467e+00
4.570e-11	0.3010	2.778e+00	6.536e-01
4.540e-11	0.3018	2.186e+00	6.264e-01
4.745e-11	0.3023	2.934e+00	7.031e-01
4.796e-11	0.3035	4.073e+00	8.567e-01
4.675e-11	0.3020	2.288e+00	6.227e-01
4.954e-11	0.3003	3.172e+00	7.189e-01
4.994e-11	0.3010	3.530e+00	7.790e-01
4.830e-11	0.3011	2.521e+00	6.323e-01
4.756e-11	0.3015	2.259e+00	6.139e-01
4.866e-11	0.3022	3.403e+00	7.411e-01
4.722e-11	0.3048	6.803e+00	1.317e+00
4.723e-11	0.3046	6.646e+00	1.303e+00
4.696e-11	0.3021	5.251e+00	1.141e+00
4.666e-11	0.3018	5.022e+00	1.058e+00
4.617e-11	0.3012	4.117e+00	1.048e+00
4.581e-11	0.3010	3.813e+00	1.013e+00
4.328e-11	0.2996	3.844e+00	9.292e-01
4.056e-11	0.2954	5.144e+00	1.053e+00
3.868e-11	0.2936	4.922e+00	1.065e+00
3.668e-11	0.2940	4.764e+00	1.059e+00
3.660e-11	0.2940	4.744e+00	1.058e+00
2.951e-11	0.2931	5.315e+00	1.117e+00
2.937e-11	0.2930	5.307e+00	1.118e+00
2.646e-11	0.2917	5.509e+00	1.159e+00
2.620e-11	0.2916	5.477e+00	1.160e+00
2.302e-11	0.2908	5.343e+00	1.185e+00
2.291e-11	0.2909	5.326e+00	1.185e+00
2.192e-11	0.2912	5.264e+00	1.188e+00
2.128e-11	0.2912	5.267e+00	1.191e+00
1.941e-11	0.2918	5.122e+00	1.201e+00
1.761e-11	0.2930	4.902e+00	1.202e+00
1.617e-11	0.2932	5.035e+00	1.203e+00
1.450e-11	0.2937	5.530e+00	1.198e+00
1.430e-11	0.2938	5.473e+00	1.196e+00
1.320e-11	0.2947	5.125e+00	1.191e+00
1.288e-11	0.2950	5.077e+00	1.184e+00
1.223e-11	0.2963	4.901e+00	1.175e+00
1.183e-11	0.2970	4.839e+00	1.168e+00
1.153e-11	0.2978	4.642e+00	1.161e+00
1.136e-11	0.2984	4.546e+00	1.155e+00
1.109e-11	0.2998	4.428e+00	1.143e+00
1.092e-11	0.3006	4.426e+00	1.136e+00
1.075e-11	0.3019	4.176e+00	1.125e+00
1.050e-11	0.3038	4.010e+00	1.112e+00
1.030e-11	0.3053	3.869e+00	1.100e+00
1.027e-11	0.3063	3.853e+00	1.088e+00
1.023e-11	0.3079	3.632e+00	1.070e+00
1.023e-11	0.3087	3.701e+00	1.062e+00
1.024e-11	0.3092	3.801e+00	1.056e+00
1.033e-11	0.3110	4.078e+00	1.034e+00
1.039e-11	0.3115	4.198e+00	1.024e+00
1.043e-11	0.3119	4.121e+00	1.017e+00
1.046e-11	0.3121	4.069e+00	1.014e+00
1.054e-11	0.3127	3.925e+00	1.003e+00
1.061e-11	0.3131	3.694e+00	9.941e-01
1.070e-11	0.3134	3.614e+00	9.853e-01
1.077e-11	0.3130	3.407e+00	9.803e-01
1.081e-11	0.3131	3.392e+00	9.768e-01
1.102e-11	0.3128	3.335e+00	9.635e-01
1.103e-11	0.3128	3.325e+00	9.626e-01
1.117e-11	0.3122	3.227e+00	9.539e-01
1.130e-11	0.3119	3.217e+00	9.467e-01
1.141e-11	0.3116	3.294e+00	9.394e-01
1.147e-11	0.3115	3.331e+00	9.360e-01
1.155e-11	0.3111	3.393e+00	9.312e-01
1.172e-11	0.3103	3.448e+00	9.231e-01
1.174e-11	0.3104	3.452e+00	9.219e-01
1.179e-11	0.3103	3.424e+00	9.195e-01
1.193e-11	0.3100	3.296e+00	9.120e-01
1.198e-11	0.3100	3.237e+00	9.091e-01
1.211e-11	0.3093	3.012e+00	9.029e-01
1.215e-11	0.3092	2.978e+00	9.008e-01
1.217e-11	0.3092	2.949e+00	8.992e-01
1.231e-11	0.3092	2.893e+00	8.908e-01
1.256e-11	0.3080	2.995e+00	8.818e-01
1.257e-11	0.3080	2.997e+00	8.814e-01
1.271e-11	0.3077	3.030e+00	8.756e-01
1.279e-11	0.3078	3.042e+00	8.715e-01
1.282e-11	0.3078	3.032e+00	8.700e-01
1.303e-11	0.3077	2.947e+00	8.622e-01
1.309e-11	0.3076	2.901e+00	8.596e-01
1.323e-11	0.3070	2.774e+00	8.575e-01
1.332e-11	0.3071	2.758e+00	8.529e-01
1.340e-11	0.3070	2.741e+00	8.495e-01
1.351e-11	0.3067	2.784e+00	8.456e-01
1.363e-11	0.3066	2.781e+00	8.412e-01
1.387e-11	0.3061	2.733e+00	8.336e-01
1.391e-11	0.3061	2.677e+00	8.325e-01
1.409e-11	0.3067	2.718e+00	8.270e-01
1.417e-11	0.3067	2.697e+00	8.252e-01
1.427e-11	0.3066	2.684e+00	8.228e-01
1.439e-11	0.3067	2.662e+00	8.199e-01
1.445e-11	0.3066	2.657e+00	8.186e-01
1.476e-11	0.3057	2.604e+00	8.131e-01
1.478e-11	0.3057	2.600e+00	8.123e-01
1.493e-11	0.3054	2.566e+00	8.086e-01
1.496e-11	0.3054	2.558e+00	8.079e-01
1.530e-11	0.3043	2.449e+00	8.026e-01
1.530e-11	0.3043	2.449e+00	8.026e-01
1.541e-11	0.3036	2.448e+00	8.027e-01
1.886e-11	0.3067	5.216e+00	9.693e-01
2.084e-11	0.3076	5.136e+00	9.972e-01
4.156e-11	0.3215	5.936e+00	9.823e-01
5.626e-11	0.3063	6.783e+00	9.734e-01
6.150e-11	0.2939	5.668e+00	8.765e-01
5.289e-11	0.2951	4.747e+00	8.686e-01
4.239e-11	0.2956	4.279e+00	9.055e-01
3.667e-11	0.2946	4.268e+00	9.489e-01
3.408e-11	0.2965	4.099e+00	9.000e-01
3.307e-11	0.2952	4.044e+00	9.548e-01
3.238e-11	0.3036	3.765e+00	9.266e-01
3.168e-11	0.3067	3.320e+00	8.320e-01
3.252e-11	0.3071	3.825e+00	8.169e-01
3.384e-11	0.3008	2.869e+00	7.931e-01
3.279e-11	0.3013	3.122e+00	8.321e-01
3.141e-11	0.3059	2.765e+00	7.929e-01
3.287e-11	0.3014	3.930e+00	8.319e-01
3.371e-11	0.3033	6.033e+00	1.204e+00
3.213e-11	0.3036	2.857e+00	7.639e-01
3.522e-11	0.2993	4.887e+00	1.011e+00
3.628e-11	0.3029	6.876e+00	1.229e+00
3.360e-11	0.3014	3.063e+00	7.933e-01
3.286e-11	0.3025	2.574e+00	7.523e-01
3.431e-11	0.3030	4.126e+00	8.391e-01
3.441e-11	0.3037	4.041e+00	8.360e-01
