Compliance	Volume Fraction	Max Stress	Stress Integral
3.363e-11	0.3027	3.070e+00	7.504e-01
3.300e-11	0.3057	2.966e+00	7.703e-01
3.496e-11	0.3008	3.487e+00	8.213e-01
3.602e-11	0.3006	6.658e+00	1.305e+00
3.400e-11	0.3032	2.587e+00	7.356e-01
3.709e-11	0.2963	4.866e+00	9.682e-01
3.945e-11	0.2941	9.016e+00	1.670e+00
3.561e-11	0.2997	2.850e+00	7.601e-01
3.483e-11	0.3015	2.620e+00	7.217e-01
3.790e-11	0.2994	4.579e+00	9.984e-01
3.770e-11	0.3003	4.555e+00	9.948e-01
3.643e-11	0.3003	3.059e+00	7.743e-01
3.564e-11	0.3009	2.792e+00	7.210e-01
3.629e-11	0.3084	3.340e+00	7.518e-01
3.745e-11	0.3067	3.449e+00	7.622e-01
3.602e-11	0.3046	2.630e+00	7.071e-01
3.803e-11	0.3056	3.156e+00	8.263e-01
3.814e-11	0.3060	3.242e+00	8.418e-01
3.725e-11	0.3050	2.689e+00	7.222e-01
3.669e-11	0.3048	2.448e+00	6.950e-01
4.029e-11	0.3038	2.967e+00	7.202e-01
4.015e-11	0.3042	2.968e+00	7.194e-01
3.848e-11	0.3042	2.760e+00	6.887e-01
4.036e-11	0.3041	2.763e+00	6.782e-01
4.038e-11	0.3041	2.758e+00	6.779e-01
4.423e-11	0.3042	2.563e+00	6.421e-01
4.813e-11	0.3039	2.513e+00	6.534e-01
4.819e-11	0.3041	2.533e+00	6.553e-01
4.617e-11	0.3040	2.286e+00	6.292e-01
4.892e-11	0.3005	2.650e+00	6.220e-01
4.893e-11	0.3005	2.645e+00	6.218e-01
4.738e-11	0.2990	3.367e+00	6.662e-01
4.612e-11	0.3005	2.556e+00	6.469e-01
4.514e-11	0.3024	2.010e+00	6.175e-01
5.006e-11	0.3029	2.637e+00	6.736e-01
5.015e-11	0.3029	2.638e+00	6.735e-01
4.773e-11	0.3025	2.099e+00	6.077e-01
5.472e-11	0.3007	3.136e+00	7.284e-01
5.809e-11	0.3017	4.300e+00	9.313e-01
5.137e-11	0.3015	2.357e+00	6.256e-01
4.957e-11	0.3019	2.019e+00	6.031e-01
5.421e-11	0.2959	3.045e+00	6.921e-01
5.656e-11	0.2957	4.640e+00	9.227e-01
5.176e-11	0.2988	2.395e+00	5.987e-01
5.157e-11	0.2993	3.098e+00	6.696e-01
4.986e-11	0.3011	2.519e+00	6.379e-01
4.824e-11	0.3026	2.031e+00	6.100e-01
4.921e-11	0.3027	3.115e+00	6.792e-01
4.952e-11	0.3045	6.086e+00	1.081e+00
4.875e-11	0.3026	2.146e+00	5.980e-01
5.156e-11	0.3025	3.099e+00	6.976e-01
5.202e-11	0.3032	3.608e+00	7.733e-01
5.043e-11	0.3024	2.277e+00	6.068e-01
4.965e-11	0.3025	2.049e+00	5.880e-01
5.479e-11	0.2985	3.006e+00	6.489e-01
5.838e-11	0.2981	5.098e+00	1.015e+00
5.222e-11	0.3004	2.136e+00	5.756e-01
5.371e-11	0.2992	3.493e+00	6.628e-01
5.510e-11	0.2994	6.101e+00	1.034e+00
5.299e-11	0.2998	2.395e+00	5.785e-01
5.261e-11	0.3001	1.916e+00	5.684e-01
4.898e-11	0.3027	3.590e+00	7.110e-01
4.977e-11	0.3018	2.925e+00	6.547e-01
5.285e-11	0.3003	2.430e+00	6.018e-01
5.431e-11	0.2997	1.965e+00	5.709e-01
5.571e-11	0.2954	3.724e+00	7.262e-01
5.819e-11	0.2946	6.751e+00	1.281e+00
5.507e-11	0.2975	2.360e+00	5.812e-01
5.471e-11	0.2986	2.055e+00	5.612e-01
4.930e-11	0.3012	2.941e+00	6.785e-01
4.926e-11	0.3012	2.930e+00	6.778e-01
4.945e-11	0.3015	2.389e+00	6.135e-01
5.309e-11	0.2995	2.044e+00	5.752e-01
5.543e-11	0.3001	2.949e+00	6.231e-01
5.703e-11	0.3008	3.880e+00	7.296e-01
5.438e-11	0.2998	2.229e+00	5.776e-01
5.375e-11	0.2996	1.896e+00	5.688e-01
5.464e-11	0.2990	2.994e+00	6.695e-01
5.521e-11	0.2996	5.772e+00	1.104e+00
5.426e-11	0.2992	2.151e+00	5.670e-01
5.430e-11	0.3012	3.360e+00	6.504e-01
5.393e-11	0.3025	5.880e+00	1.018e+00
5.342e-11	0.3026	5.773e+00	1.016e+00
5.339e-11	0.3026	5.763e+00	1.015e+00
5.326e-11	0.3026	5.699e+00	1.007e+00
5.223e-11	0.3027	5.257e+00	9.266e-01
5.222e-11	0.3027	5.253e+00	9.261e-01
5.168e-11	0.3023	4.757e+00	8.413e-01
5.287e-11	0.3007	4.243e+00	7.174e-01
5.119e-11	0.2998	3.492e+00	7.168e-01
4.914e-11	0.2956	3.527e+00	7.158e-01
4.868e-11	0.2955	3.541e+00	7.227e-01
4.123e-11	0.2900	4.120e+00	8.958e-01
4.015e-11	0.2899	4.165e+00	9.069e-01
4.012e-11	0.2899	4.176e+00	9.072e-01
3.996e-11	0.2898	4.155e+00	9.085e-01
3.944e-11	0.2893	4.191e+00	9.142e-01
3.912e-11	0.2890	4.240e+00	9.183e-01
3.646e-11	0.2863	4.530e+00	9.578e-01
3.555e-11	0.2852	4.581e+00	9.750e-01
3.442e-11	0.2835	4.690e+00	9.990e-01
3.324e-11	0.2814	4.807e+00	1.025e+00
3.192e-11	0.2802	5.158e+00	1.045e+00
3.192e-11	0.2802	5.158e+00	1.045e+00
3.186e-11	0.2802	5.170e+00	1.046e+00
3.090e-11	0.2796	5.225e+00	1.060e+00
3.075e-11	0.2796	5.252e+00	1.063e+00
2.859e-11	0.2779	5.272e+00	1.108e+00
2.854e-11	0.2778	5.278e+00	1.109e+00
2.767e-11	0.2768	5.344e+00	1.128e+00
2.727e-11	0.2764	5.386e+00	1.137e+00
2.675e-11	0.2758	5.415e+00	1.151e+00
2.652e-11	0.2755	5.449e+00	1.156e+00
2.600e-11	0.2748	5.477e+00	1.169e+00
2.558e-11	0.2742	5.504e+00	1.180e+00
2.531e-11	0.2738	5.499e+00	1.187e+00
2.505e-11	0.2735	5.540e+00	1.193e+00
2.456e-11	0.2728	5.597e+00	1.205e+00
2.411e-11	0.2722	5.659e+00	1.215e+00
2.373e-11	0.2716	5.661e+00	1.224e+00
2.296e-11	0.2705	5.668e+00	1.240e+00
2.296e-11	0.2705	5.668e+00	1.240e+00
2.224e-11	0.2693	5.794e+00	1.255e+00
2.188e-11	0.2686	5.805e+00	1.261e+00
2.164e-11	0.2681	5.801e+00	1.265e+00
2.060e-11	0.2660	5.772e+00	1.286e+00
2.060e-11	0.2660	5.772e+00	1.286e+00
2.060e-11	0.2661	5.769e+00	1.284e+00
1.761e-11	0.3019	5.302e+00	1.186e+00
1.991e-11	0.3104	5.358e+00	1.065e+00
2.191e-11	0.3087	4.191e+00	1.004e+00
2.425e-11	0.3086	4.136e+00	9.490e-01
2.726e-11	0.3047	3.235e+00	8.766e-01
2.776e-11	0.3005	4.535e+00	9.003e-01
2.932e-11	0.3053	6.619e+00	1.152e+00
2.751e-11	0.3026	3.531e+00	8.400e-01
2.626e-11	0.2990	3.250e+00	8.793e-01
2.664e-11	0.3019	3.175e+00	8.573e-01
2.676e-11	0.3022	3.094e+00	8.496e-01
3.014e-11	0.3057	3.567e+00	8.526e-01
3.198e-11	0.3073	3.836e+00	8.924e-01
2.853e-11	0.3038	2.949e+00	7.949e-01
2.965e-11	0.3055	2.899e+00	7.794e-01
2.986e-11	0.3063	2.664e+00	7.792e-01
2.970e-11	0.3057	2.634e+00	7.744e-01
3.126e-11	0.3057	3.730e+00	8.200e-01
3.141e-11	0.3063	3.767e+00	8.217e-01
3.051e-11	0.3056	2.824e+00	7.617e-01
3.022e-11	0.3046	2.484e+00	7.579e-01
3.224e-11	0.3061	2.977e+00	7.370e-01
3.230e-11	0.3061	2.950e+00	7.359e-01
3.443e-11	0.3043	2.734e+00	7.146e-01
3.748e-11	0.3028	2.980e+00	6.971e-01
3.758e-11	0.3028	2.931e+00	6.946e-01
3.788e-11	0.3028	2.899e+00	6.871e-01
4.157e-11	0.3034	2.555e+00	6.561e-01
4.162e-11	0.3033	2.495e+00	6.534e-01
4.297e-11	0.2990	3.283e+00	6.773e-01
4.265e-11	0.3003	3.654e+00	7.154e-01
4.236e-11	0.3011	2.302e+00	6.252e-01
4.348e-11	0.3017	2.577e+00	6.235e-01
4.536e-11	0.3035	3.491e+00	6.646e-01
4.627e-11	0.3035	4.036e+00	7.089e-01
4.448e-11	0.3026	2.559e+00	6.176e-01
4.408e-11	0.3029	2.602e+00	6.359e-01
4.710e-11	0.3005	2.327e+00	6.231e-01
4.771e-11	0.2951	3.474e+00	6.828e-01
4.632e-11	0.2939	5.970e+00	1.080e+00
4.752e-11	0.2978	2.313e+00	6.010e-01
4.701e-11	0.3012	2.777e+00	6.353e-01
4.624e-11	0.3027	2.599e+00	6.363e-01
4.682e-11	0.3007	2.248e+00	5.987e-01
4.801e-11	0.2991	2.470e+00	6.307e-01
4.810e-11	0.2993	3.755e+00	7.624e-01
4.750e-11	0.2999	1.905e+00	5.889e-01
5.101e-11	0.2997	4.709e+00	7.541e-01
5.160e-11	0.3001	6.388e+00	9.258e-01
4.962e-11	0.2996	2.703e+00	6.129e-01
4.864e-11	0.2997	2.133e+00	5.861e-01
5.150e-11	0.2946	4.582e+00	8.261e-01
5.213e-11	0.2932	7.783e+00	1.326e+00
5.019e-11	0.2971	2.926e+00	6.121e-01
4.945e-11	0.2984	2.212e+00	5.805e-01
4.883e-11	0.2976	4.626e+00	7.970e-01
4.625e-11	0.3010	4.114e+00	8.558e-01
4.584e-11	0.3023	3.283e+00	7.487e-01
4.583e-11	0.3026	2.760e+00	6.705e-01
4.666e-11	0.3021	3.030e+00	6.386e-01
4.707e-11	0.3015	2.679e+00	6.261e-01
4.847e-11	0.2992	2.188e+00	6.048e-01
5.197e-11	0.2948	2.684e+00	6.422e-01
5.225e-11	0.2953	3.973e+00	7.865e-01
5.036e-11	0.2969	2.044e+00	5.866e-01
4.942e-11	0.2940	3.242e+00	6.935e-01
4.903e-11	0.2937	8.320e+00	1.293e+00
4.995e-11	0.2954	2.318e+00	5.854e-01
4.669e-11	0.3027	2.199e+00	5.878e-01
4.774e-11	0.3031	2.459e+00	6.318e-01
4.792e-11	0.3033	2.440e+00	6.292e-01
4.736e-11	0.3029	2.098e+00	5.879e-01
4.706e-11	0.3028	1.942e+00	5.792e-01
5.295e-11	0.2962	4.000e+00	7.277e-01
5.325e-11	0.2973	5.895e+00	9.351e-01
5.012e-11	0.2994	2.129e+00	5.928e-01
4.861e-11	0.3010	1.822e+00	5.720e-01
5.094e-11	0.2945	5.829e+00	9.591e-01
5.048e-11	0.2932	9.839e+00	1.557e+00
5.006e-11	0.2977	3.032e+00	6.350e-01
4.942e-11	0.2993	2.070e+00	5.722e-01
4.870e-11	0.3031	2.904e+00	6.642e-01
4.823e-11	0.3045	3.139e+00	7.149e-01
4.823e-11	0.3045	3.139e+00	7.149e-01
4.823e-11	0.3045	3.139e+00	7.149e-01
4.823e-11	0.3045	3.139e+00	7.149e-01
4.823e-11	0.3045	3.139e+00	7.149e-01
4.823e-11	0.3045	3.139e+00	7.149e-01
4.838e-11	0.3049	2.750e+00	6.511e-01
5.215e-11	0.2974	2.607e+00	5.809e-01
5.021e-11	0.2994	2.796e+00	5.972e-01
4.983e-11	0.3017	2.430e+00	5.788e-01
5.210e-11	0.2995	2.605e+00	5.890e-01
5.330e-11	0.2993	4.069e+00	7.361e-01
5.098e-11	0.3005	2.322e+00	5.694e-01
5.362e-11	0.2964	3.659e+00	7.051e-01
5.320e-11	0.2973	4.212e+00	7.808e-01
5.246e-11	0.2984	2.367e+00	5.728e-01
5.176e-11	0.2995	1.857e+00	5.596e-01
5.130e-11	0.3015	1.905e+00	5.641e-01
5.539e-11	0.2983	4.714e+00	7.300e-01
5.555e-11	0.2986	7.589e+00	1.088e+00
5.364e-11	0.2998	2.389e+00	5.738e-01
5.254e-11	0.3007	1.706e+00	5.550e-01
5.768e-11	0.2888	7.716e+00	1.326e+00
5.663e-11	0.2906	7.780e+00	1.337e+00
5.579e-11	0.2945	3.547e+00	7.138e-01
5.433e-11	0.2975	2.317e+00	5.722e-01
5.348e-11	0.2991	1.825e+00	5.530e-01
5.391e-11	0.3056	2.887e+00	6.898e-01
5.490e-11	0.3051	3.373e+00	7.645e-01
5.411e-11	0.3022	2.218e+00	5.866e-01
5.390e-11	0.3006	1.958e+00	5.561e-01
5.371e-11	0.2998	1.825e+00	5.499e-01
5.625e-11	0.3075	3.535e+00	7.046e-01
5.737e-11	0.3057	3.538e+00	7.057e-01
5.540e-11	0.3035	2.329e+00	5.800e-01
5.464e-11	0.3016	1.819e+00	5.521e-01
5.420e-11	0.3007	1.686e+00	5.470e-01
6.714e-11	0.3009	4.004e+00	6.564e-01
6.713e-11	0.3009	4.003e+00	6.564e-01
6.020e-11	0.3006	2.386e+00	5.561e-01
5.707e-11	0.3006	1.840e+00	5.442e-01
8.981e-11	0.3013	4.939e+00	9.891e-01
8.975e-11	0.3014	4.941e+00	9.885e-01
7.091e-11	0.3003	2.830e+00	6.002e-01
6.339e-11	0.3003	2.046e+00	5.422e-01
7.505e-11	0.3010	4.735e+00	7.874e-01
7.959e-11	0.3018	6.507e+00	1.032e+00
6.931e-11	0.3004	2.981e+00	5.865e-01
6.634e-11	0.3003	2.277e+00	5.425e-01
6.486e-11	0.3003	1.968e+00	5.368e-01
5.914e-11	0.3024	2.510e+00	6.024e-01
5.955e-11	0.3020	2.574e+00	5.749e-01
6.227e-11	0.3003	1.969e+00	5.509e-01
6.718e-11	0.2987	2.316e+00	5.751e-01
6.881e-11	0.2987	4.348e+00	7.537e-01
6.496e-11	0.2994	1.808e+00	5.364e-01
8.260e-11	0.3023	2.767e+00	6.076e-01
8.788e-11	0.3020	3.145e+00	6.537e-01
7.325e-11	0.3007	2.014e+00	5.402e-01
6.895e-11	0.3000	1.761e+00	5.292e-01
9.568e-11	0.2965	7.567e+00	1.207e+00
9.553e-11	0.2970	7.662e+00	1.222e+00
8.180e-11	0.2978	3.657e+00	6.419e-01
7.515e-11	0.2988	2.429e+00	5.324e-01
7.198e-11	0.2994	1.941e+00	5.232e-01
8.751e-11	0.2995	6.046e+00	8.384e-01
9.050e-11	0.2996	7.208e+00	1.006e+00
8.023e-11	0.2992	3.606e+00	5.796e-01
7.616e-11	0.2992	2.597e+00	5.272e-01
7.407e-11	0.2993	2.164e+00	5.200e-01
6.863e-11	0.3022	4.655e+00	8.301e-01
6.883e-11	0.3021	4.566e+00	8.181e-01
6.883e-11	0.3021	4.566e+00	8.181e-01
6.883e-11	0.3021	4.566e+00	8.181e-01
6.949e-11	0.3017	3.385e+00	6.958e-01
7.322e-11	0.3015	2.481e+00	5.673e-01
7.950e-11	0.3007	1.717e+00	5.291e-01
8.346e-11	0.2985	3.504e+00	6.720e-01
7.916e-11	0.2983	9.563e+00	1.656e+00
8.213e-11	0.2995	2.153e+00	5.329e-01
8.097e-11	0.3001	1.685e+00	5.169e-01
8.539e-11	0.2955	3.390e+00	6.620e-01
7.965e-11	0.2935	8.001e+00	1.383e+00
7.296e-11	0.2993	6.572e+00	1.173e+00
6.994e-11	0.3015	5.650e+00	1.032e+00
6.721e-11	0.3023	5.087e+00	9.190e-01
6.187e-11	0.3025	5.008e+00	9.172e-01
4.238e-11	0.2982	5.309e+00	1.216e+00
3.797e-11	0.2969	5.101e+00	1.159e+00
3.616e-11	0.2944	4.874e+00	1.160e+00
3.345e-11	0.2922	5.173e+00	1.183e+00
3.211e-11	0.2887	4.959e+00	1.186e+00
3.202e-11	0.2885	4.978e+00	1.187e+00
3.181e-11	0.2882	4.996e+00	1.190e+00
3.129e-11	0.2874	5.076e+00	1.198e+00
3.069e-11	0.2864	5.136e+00	1.210e+00
3.069e-11	0.2863	5.137e+00	1.210e+00
2.808e-11	0.2821	5.564e+00	1.258e+00
2.775e-11	0.2815	5.696e+00	1.267e+00
2.734e-11	0.2806	5.748e+00	1.279e+00
2.675e-11	0.2795	5.962e+00	1.291e+00
2.668e-11	0.2793	5.975e+00	1.293e+00
2.626e-11	0.2785	6.059e+00	1.298e+00
2.572e-11	0.2774	6.029e+00	1.304e+00
2.486e-11	0.2758	6.013e+00	1.310e+00
